TotalFile:7626	PakTime:2023-6-20 5:5:26	PakTimeSave:6490c316	CRC:c094f7ce
Index	ID	Time	FileName	Size	InPakSize	ComprFlag	CRC
1537	34b3612d	2015-8-29 16:44:10	\script\skill\外传新增\太一塔\穆桂英击飞.lua	1037	572	4	f3ce37e5
1538	34b3c3a8	2015-8-29 16:44:16	\script\西北区\昆仑\npc\叶子秋.lua	4242	1492	4	85fbfab7
1539	34bbd156	2015-8-29 16:44:32	\script\世界地图\南槐谷\npc\南槐谷采药人丙.lua	313	224	4	d6417418
1540	34c24124	2015-8-29 16:43:58	\script\online\春节活动\snowwar\open_snowwar_mission.lua	568	436	4	9713a780
1541	34c45b7c	2015-8-29 16:44:8	\script\skill\少林禅僧\因陀罗雷印破.lua	1291	678	4	251da461
1542	34c90b53	2015-8-29 16:44:8	\script\skill\少林武僧\罗汉阵.lua	1331	685	4	73cc3b2b
1543	34d08231	2014-11-25 13:37:16	\script\online\olympic\oly_relay_clean.lua	613	324	4	66c3b7a9
1544	34d2e614	2015-8-29 16:44:46	\script\gongcheng\gongcheng_head.lua	9797	3763	4	7ac02ee7
1545	34e16a58	2015-3-26 11:32:2	\settings\droprate\npcdroprateshushan020.ini	331	173	4	28988483
1546	34e4fbf9	2015-8-29 16:44:34	\script\三国势力\失落崖\trap\失落崖to兴庆小路.lua	127	126	4	25c58b6f
1547	34faee10	2015-8-29 16:44:48	\script\西南区\大理府\npc\杂货店老板.lua	496	324	4	b0b569c2
1548	35115232	2015-3-17 16:44:42	\settings\static_script\kf_newbattles\mainbattle_primary\trigger.lua	1708	754	4	6d5dab64
1549	3516cb94	2015-8-29 16:43:54	\script\online\dragonboat06\boatrace_mission.lua	3178	1462	4	e705b736
1550	351b653c	2015-8-29 16:44:4	\script\online\qingming08\tomb_sweep_2008_kill_cback.lua	527	405	4	43e7d638
1551	352394a5	2015-8-29 16:44:44	\script\江南区\泉州\npc\采药学习.lua	6862	2639	4	850b7ab8
1552	35272d63	2015-8-29 16:44:8	\script\skill\峨嵋俗家\望月心法.lua	1928	824	4	6e0e368f
1553	352f01ac	2015-8-29 16:44:46	\script\lib\no_trans\managed_viet_string_ks.ini	148	136	4	d0ee0782
1554	353c46da	2015-8-29 16:44:12	\script\skill\峨嵋出家\佛光战气.lua	1471	750	4	ee111e72
1555	3569426e	2015-8-29 16:44:42	\script\newbattles\mainbattle_primary\trap_royal_road.lua	1204	595	4	7c04fa66
1556	357b2c5e	2015-8-29 16:44:20	\script\item\noactivable_wanren.lua	1304	589	4	93488846
1557	357bff5d	2015-8-29 16:44:20	\script\battles\butcher\homeouttrap2.lua	629	487	4	7ff5786c
1558	357c0c34	2015-8-29 16:44:36	\script\online_activites\2010_12\activity_05\player_death.lua	383	253	4	e3aa687f
1559	35825c48	2010-11-30 20:34:4	\settings\task\chain_task\kill_monster_31.txt	16674	2938	4	4c57962d
1560	3587d7fa	2010-11-30 20:34:4	\settings\droprate\npcdropratetx008.ini	518	179	4	885ae244
1561	358fdf0c	2015-8-29 16:44:10	\script\skill\外传新增\关胜火龙.lua	1009	565	4	842e842e
1562	3596c568	2015-8-29 16:44:0	\script\online\春节活动\襄阳雪仗传送人out.lua	1429	953	4	33dc8d89
1563	35982a36	2020-3-14 23:21:54	\script\skill\npc技能\流派技能\Npc用易筋经(子16).lua	867	467	4	36bd3473
1564	35997ebc	2015-8-29 16:44:40	\script\task\marriage\ma_prize_bag.lua	1466	805	4	ab504c52
1565	35a60407	2010-11-30 20:34:4	\settings\droprate\npcdropratexb030.ini	225	145	4	f5a5d439
1566	35aa4560	2020-7-24 12:46:36	\script\西南区\大理府\npc\武器店老板.lua	714	455	4	a664f30e
1567	35c4202c	2015-8-29 16:44:10	\script\skill\外传新增\NPC光环持续.lua	1365	719	4	cfb9c659
1568	35c76f7f	2015-8-29 16:44:10	\script\skill\秘籍武功\负旗令.lua	967	546	4	4271815
1569	35ca960e	2015-8-29 16:44:26	\script\missions\tong_mission\fields.lua	543	244	4	c0a164da
1570	35efda76	2015-8-29 16:44:24	\script\missions\yp\item\fengjingdan.lua	577	451	4	d5450f49
1571	35f5ad82	2022-8-14 19:36:46	\script\global\playertitle.lua	90405	7534	4	4614a9a7
1572	35fa7f23	2015-8-29 16:44:40	\script\task\item\脮陆脝矛.lua	14697	2125	4	629fad3
1573	35fa916f	2015-8-29 16:44:24	\script\missions\dragonboat2011\npc\song_pilot_npc.lua	1047	603	4	aaf69d3e
1574	36008f17	2015-8-29 16:44:10	\script\skill\秘籍武功\君子功(招).lua	1241	632	4	86fc1f02
1575	3605d7dc	2022-8-11 12:51:0	\script\江南区\扬州\npc\物品保管人东.lua	2877	1450	4	9f1041a2
1576	3609954f	2010-11-30 20:34:4	\settings\task\chain_task\kill_monster_32.txt	8834	1589	4	544119f
1577	362a6a19	2020-11-11 23:4:44	\script\online_activites\2010_11\activity_03\item\wood.lua	116	109	4	28218e30
1578	3636e024	2020-3-14 23:20:4	\script\skill\npc技能\流派技能\Npc用万相神功(子2).lua	1209	565	4	29c607ce
1579	363fcb3f	2015-8-29 16:44:44	\script\gongcheng\trap\bridge_east_trap.lua	476	384	4	801d7d84
1580	364a9935	2015-8-29 16:44:42	\script\task\weekend\item_bg01.lua	162	162	0	276b3945
1581	364b90f3	2013-5-17 16:3:40	\settings\task\chain_task\prize_form_60.txt	1931	698	4	ea4a53fc
1582	364b97bc	2015-8-29 16:44:30	\script\中原二区\武当\npc\物品保管人.lua	2555	1245	4	ca158e6b
1583	364bfb60	2015-8-29 16:44:10	\script\skill\秘籍武功\碧海绝音曲(子).lua	947	537	4	2876dbdc
1584	365842ae	2015-8-29 16:44:44	\script\江南区\扬州\trap\扬州to龙泉村.lua	106	106	0	2d7dc4a5
1585	365fbbde	2015-8-29 16:44:10	\script\skill\武当俗家\乾坤诀(招1).lua	1122	585	4	80dc7d50
1586	3663a71d	2015-8-29 16:44:12	\script\skill\其他\致命火炮.lua	1031	552	4	c9f42fa0
1587	366c52be	2020-11-7 20:52:48	\script\global\interactive_action.lua	22068	7044	4	e76a3f5f
1588	366fe470	2015-8-29 16:44:46	\script\lib\offline_head.lua	1067	379	4	4c9146c0
1589	36896e17	2010-11-30 20:34:4	\settings\droprate\npcdropratetx009.ini	518	179	4	885ae244
1590	369b9223	2013-4-27 13:10:40	\settings\task\chain_task\entrance_level_56.txt	179	142	4	4929114a
1591	369d7933	2015-8-29 16:43:56	\script\online\qixi08\item\tianguashi.lua	24	24	0	7a8f41a7
1592	369dbd89	2015-8-29 16:44:34	\script\三国势力\天龙寺\trap\天龙寺to失落崖2.lua	108	108	0	a1075f83
1593	36a85f14	2010-11-30 20:34:4	\settings\droprate\npcdropratexb031.ini	225	145	4	7480b11e
1594	36b59851	2015-8-29 16:44:48	\script\西南区\大理府\trap\大理府to千寻塔.lua	323	243	4	81502c27
1595	36bd9d2c	2015-8-29 16:44:0	\script\online\tong_feast\item\item_tong_token.lua	3728	1092	4	e3d95eb0
1596	36c93c59	2015-8-29 16:44:36	\script\online_activites\2011_04\liberation\init.lua	407	273	4	6e88f7e7
1597	36ce1bd3	2015-8-29 16:44:10	\script\skill\少林俗家\舍身诀(招).lua	1389	663	4	738b74e8
1598	36cee3ae	2015-8-29 16:44:40	\script\task\world\大理\lv80\三皇子段素庆.lua	2671	1080	4	a93f7d5f
1599	36e4f4b7	2015-8-29 16:44:26	\script\missions\liangshan\trap\trap_head.lua	129	117	4	7cefed84
1600	36ee2c3f	2015-8-29 16:44:6	\script\skill\npc技能\NPC施毒.lua	1075	609	4	e79c46a9
1601	36f2f077	2020-3-2 17:5:26	\script\newbattles\battle_equipment_item.lua	387801	37325	4	9c0d14a2
1602	36f3798e	2010-11-30 20:34:4	\settings\droprate\npcdroprate401.ini	629	208	4	d8bef04c
1603	36f4d502	2023-1-2 4:48:24	\settings\static_script\item\remun_good.lua	13782	4186	4	ff4406ff
1604	36ffb287	2020-10-25 19:52:20	\script\online_activites\201211\xiaoruyi_interface.lua	1817	897	4	a6a4397e
1605	37014056	2015-8-29 16:44:24	\script\missions\dragonboat2011\head.lua	10553	3921	4	20a90495
1606	3704a502	2015-8-29 16:44:20	\script\item\lifeskill\qingqi.lua	483	340	4	4f88fa4d
1607	3716348a	2015-8-29 16:44:10	\script\skill\宠物技能\猛虎下山.lua	1119	627	4	6145382
1608	3737aca8	2015-8-29 16:44:10	\script\skill\宠物技能\阴风蚀骨.lua	1030	557	4	78d4b085
1609	3737e4f4	2010-11-30 20:34:4	\settings\npc\boss_setting\枪神赢天.ini	467	338	4	46d3020c
1610	3739b689	2015-3-26 11:32:2	\settings\static_script\global\everyday_do.lua	3745	1405	4	bdde2640
1611	373d8720	2015-8-29 16:44:10	\script\skill\秘籍武功\天霞神功.lua	1442	729	4	f0767dd9
1612	3746ed53	2010-11-30 20:34:4	\settings\droprate\npcdropratecj019.ini	395	170	4	95d9e087
1613	3757c2f6	2015-8-29 16:44:18	\script\西北区\西北任务关卡\沙漠尽头to沙漠尽头中.lua	191	191	0	4156ad1a
1614	375b2555	2015-8-29 16:44:12	\script\skill\其他\根骨暂时提高.lua	1100	620	4	674eb34
1615	375ba853	2020-8-22 16:4:0	\script\online\chuhunguanzhan\heiwuchang.lua	1510	907	4	ba9617e1
1616	375c610e	2010-11-30 20:34:4	\settings\item\random_npc.txt	4427	2007	4	979c9e2a
1617	376cb003	2015-8-29 16:44:4	\script\online\元旦活动\init_flag.lua	3387	786	4	7bf8a372
1618	3779d8a6	2015-8-29 16:44:28	\script\中原二区\成都\npc\武师.lua	1573	875	4	74fed9be
1619	377cdf87	2015-8-29 16:44:20	\script\item\item_ttd\smatianmensuipian.lua	179	166	4	3dba9b2a
1620	3793ddc7	2015-8-29 16:44:24	\script\missions\kuafu_battle\npc\buff_death_5.lua	284	251	4	c4a7072f
1621	3798334a	2015-8-29 16:44:40	\script\task\killer\killer_timeinit.lua	1589	460	4	3c787e29
1622	37a4c789	2013-9-15 13:59:18	\settings\npc\boss_setting\黄旗精地.ini	621	280	4	b937a45a
1623	37a5dc37	2015-8-29 16:44:8	\script\skill\武当道家\太乙三清剑(子).lua	1081	587	4	8b97b95
1624	37a9d7c7	2015-8-29 16:44:10	\script\skill\唐门\穿心刺.lua	1363	694	4	40c098d9
1625	37b19161	2010-11-30 20:34:4	\settings\item\lifeskill\xizhang.txt	721	311	4	16b95e58
1626	37b95d20	2015-8-29 16:44:24	\script\missions\northwest_mission\dragon_door_feast\stage_main.lua	28826	9019	4	2a2bce3
1627	37bf459f	2015-8-29 16:44:38	\script\online_activites\ipbonus\init.lua	112	89	4	1f50847d
1628	37c2bb08	2015-8-29 16:44:26	\script\missions\dixuangong\npc\box_gold.lua	13140	2527	4	f837ca12
1629	37d26d2d	2015-8-29 16:44:8	\script\skill\丐帮污衣\打狗棍阵(子8).lua	1191	641	4	b4be89f2
1630	37e1a030	2015-8-29 16:43:54	\script\online\dragonboat06\trap\flag\yellow_flag10.lua	2389	1108	4	fe78cf6e
1631	37e2c124	2020-7-27 13:5:24	\script\online\fruit_event_08_viet\fruit_npc.lua	6472	1611	4	51ef40e3
1632	37eaebff	2014-5-5 19:33:56	\settings\item\enhance\cap_enhance.txt	877	291	4	11f884ce
1633	37fd94ef	2020-8-4 14:18:30	\script\结婚\npc\媒婆.lua	69132	17402	4	359297c1
1634	37fea6d5	2015-8-29 16:44:4	\script\online\shimenrenwu\item\xiaowei.lua	108	108	0	3bfa2f5d
1635	38018866	2020-10-19 2:16:36	\script\missions\yp\biaotou_npc.lua	17254	4907	4	50db2503
1636	380461fe	2015-8-29 16:44:40	\script\caiji\仙符材料.lua	3576	1699	4	7f485b00
1637	3809256e	2020-7-10 21:12:20	\script\中原一区\汴京\npc\汴京马贩.lua	2047	1044	4	800c4f7c
1638	38295f9c	2015-5-22 11:58:26	\settings\task\yunbiao.txt	132	78	4	2b4ff620
1639	382af8df	2020-11-4 17:25:18	\script\online\viet_event\200912\5\item_yutuxiang.lua	747	519	4	fc736723
1640	382bae7e	2015-8-29 16:44:8	\script\skill\丐帮污衣\打狗棍阵(子3).lua	1191	641	4	9a31a03d
1641	3834254a	2015-8-29 16:44:6	\script\skill\npc技能\星贯灵宵(子).lua	1119	640	4	9c431bce
1642	3854bdf3	2010-11-30 20:34:4	\settings\online\online_basic.txt	3259	1155	4	351be099
1643	38572843	2015-8-29 16:44:16	\script\西北区\沙漠迷宫\npc\五行阵使.lua	1119	616	4	b17430ff
1644	385bb0dd	2015-8-29 16:44:40	\script\caiji\一捆熊皮.lua	3422	1633	4	529bf32e
1645	3864f829	2015-8-29 16:44:44	\script\江南区\泉州\npc\8.lua	4261	1757	4	a7bdd2bf
1646	386fcaf1	2015-8-29 16:44:20	\script\battles\butcher\homeouttrap1.lua	623	483	4	b7e4358b
1647	38704545	2015-8-29 16:44:10	\script\skill\翠烟舞仙\枫舞心法.lua	1749	761	4	238ee599
1648	38719194	2015-8-29 16:44:18	\script\西北区\皇陵墓室一层\trap\皇陵墓室一层to皇陵墓室二层.lua	222	216	4	ea2bb485
1649	389d9ced	2010-11-30 20:34:4	\settings\droprate\npcdropratetx007.ini	518	179	4	885ae244
1650	389e0c07	2015-8-29 16:44:2	\script\online\viet_event\200907\5\item_seedbag.lua	1577	886	4	fe0cd6e4
1651	389f84f7	2015-8-29 16:44:18	\script\item\item_billing\touchen.lua	4347	1606	4	e95e3974
1652	38a3a007	2015-8-29 16:44:18	\script\item\item_billing\lihua.lua	955	599	4	4c1ce7c2
1653	38e0fd34	2015-8-29 16:44:10	\script\skill\杨门枪骑\杨家御马术.lua	1613	748	4	8706804b
1654	38e24aeb	2015-8-29 16:44:10	\script\skill\唐门\解毒秘术.lua	1155	632	4	2ed85462
1655	38e9eec5	2015-8-29 16:44:10	\script\skill\宠物技能\特殊宠物技能\浣熊斩击.lua	938	522	4	a69d7957
1656	38ebcb17	2022-7-30 7:19:52	\settings\npcs.txt	782178	109026	4	267af09b
1657	38f05082	2015-8-29 16:44:10	\script\skill\外传新增\大雪球.lua	1208	609	4	984d96d0
1658	38f29264	2020-7-15 13:23:34	\script\online\viet_event\200908\yecao\head.lua	5747	2357	4	344fbe15
1659	38f32533	2015-8-29 16:44:38	\script\online_activites\2010_04\activities_02\npc\npc_businessman.lua	9681	2864	4	68040db6
1660	39039bd6	2015-8-29 16:44:44	\script\newbattles\newresourcebattle\newres_head.lua	4674	1588	4	42b27d2
1661	391000ce	2015-8-29 16:44:6	\script\skill\npc技能\npc混乱攻击.lua	1091	612	4	dda02aa2
1662	39141ecd	2015-8-29 16:44:16	\script\西北区\华山\npc\linqinghai.lua	612	407	4	48f9679b
1663	391a0751	2010-11-30 20:34:4	\settings\task\chain_task\kill_monster_30.txt	24744	4312	4	ee1de377
1664	392810d2	2015-3-17 16:44:42	\settings\static_script\kf_newbattles\emplacementbattle\boss_death.lua	821	499	4	49f97d83
1665	3930f64c	2012-12-28 19:8:52	\settings\static_script\meridian\meridian_title.lua	1059	648	4	56731dea
1666	394a4eb6	2015-8-29 16:44:8	\script\skill\普通攻击\增加生命上限光环.lua	1006	590	4	bc546fb5
1667	396956f2	2015-8-29 16:44:44	\script\江南区\扬州\npc\夏侯琴.lua	6832	2468	4	ebb48903
1668	396996d2	2015-8-29 16:44:40	\script\task\teach\teach_head.lua	2290	1097	4	875586e8
1669	396b1b29	2010-11-30 20:34:4	\settings\droprate\npcdropratecj017.ini	395	169	4	83d45e5c
1670	39802305	2010-11-30 20:34:4	\settings\task\chain_task\entrance_level_18.txt	179	142	4	4929114a
1671	398050eb	2015-8-29 16:44:42	\script\newbattles\resourcebattle\refugee_npc.lua	3212	1051	4	7b42c17f
1672	39868e0b	2015-8-29 16:44:10	\script\skill\少林俗家\易筋经(子13).lua	1612	714	4	3a3b0fbd
1673	39869376	2015-8-29 16:44:44	\script\江南区\泉州\npc\酒楼老板.lua	5795	2434	4	428588a7
1674	398725da	2015-8-29 16:44:14	\script\function\zq_battles\npc\liao_shibing_death.lua	788	467	4	3c637e7f
1675	398c0d27	2020-11-8 1:23:6	\script\online\viet_event\200908\1\item_putaotang.lua	1705	776	4	76c0e241
1676	3998f14b	2015-8-29 16:44:44	\script\江南区\扬州\npc\夏侯英.lua	608	463	4	4fac55ac
1677	39a04bf3	2020-10-25 19:3:46	\script\online_activites\201505\kill_npc_daily.lua	15243	4314	4	f31b0e72
1678	39aae8aa	2010-11-30 20:34:4	\settings\droprate\npcdroprate011.ini	464	179	4	806ec4ba
1679	39aff3b5	2015-8-29 16:44:22	\script\lifeskill\biaohan.lua	255	182	4	96c97c27
1680	39bd8d63	2015-8-29 16:44:10	\script\skill\唐门\满天花雨(招2子).lua	1043	602	4	54cc40d7
1681	39c0af64	2015-8-29 16:44:50	\script\西南区\霜风崖\trap\sfy_to_qj.lua	495	347	4	4fc675ed
1682	39c2ade9	2013-4-27 13:10:40	\settings\task\chain_task\entrance_level_54.txt	179	142	4	4929114a
1683	39cd530f	2010-11-30 20:34:4	\settings\droprate\npcdropratexn054.ini	221	141	4	ebdb509b
1684	39e856ea	2021-6-10 17:46:4	\settings\npcres\角色特效.txt	4674	1325	4	95209a03
1685	39eb7ac5	2015-8-29 16:44:38	\script\online_activites\shimen_tier4\npc\spwan.lua	434	304	4	66750435
1686	39f97e7f	2010-11-30 20:34:4	\settings\droprate\npcdropratecj063.ini	395	172	4	bc81731
1687	3a028bec	2015-8-29 16:44:44	\script\江南区\泉州\npc\10.lua	1569	782	4	4cb30314
1688	3a075a10	2015-8-29 16:44:44	\script\江南区\泉州\npc\9.lua	1260	756	4	c7de038e
1689	3a09dcd8	2015-8-29 16:44:10	\script\skill\杨门枪骑\杨家英雄气.lua	1764	715	4	5183f2d6
1690	3a0c5977	2015-8-29 16:44:10	\script\skill\外传新增\太一塔\回龙枪.lua	1208	646	4	f8d8b779
1691	3a0ee349	2010-11-30 20:34:4	\settings\task\chain_task\task_type_distributing_35.txt	486	120	4	43289cd6
1692	3a1ada3e	2015-8-29 16:44:18	\script\item\item_billing\xinyuan_box.lua	1282	766	4	8510c9c5
1693	3a248f9a	2010-11-30 20:34:4	\settings\task\chain_task\entrance_level_19.txt	179	142	4	4929114a
1694	3a4f838a	2015-8-29 16:44:48	\script\vng\weapon_upgrade\dainguyensoai2thuongungnguyensoai100.lua	3759	1331	4	3b9b6e98
1695	3a5767a5	2015-8-29 16:44:34	\script\三国势力\天龙寺\trap\天龙寺to失落崖1.lua	108	108	0	512716fd
1696	3a5b8285	2015-8-29 16:44:28	\script\meridian\meridian_item_silingguiyuandan.lua	151	148	4	8f75b828
1697	3a5d5246	2010-11-30 20:34:4	\settings\droprate\npcdropratecj018.ini	395	168	4	5c44174b
1698	3a67098e	2013-4-27 13:10:40	\settings\task\chain_task\entrance_level_55.txt	179	142	4	4929114a
1699	3a738c49	2015-8-29 16:44:8	\script\skill\少林禅僧\破魔咒(招).lua	1214	647	4	2f616b93
1700	3a751a76	2020-11-9 1:39:4	\script\online\viet_event\mooncake_08\item\undo_special_mooncake.lua	2257	1066	4	cbead397
1701	3a754501	2022-8-11 12:51:0	\script\西南区\五毒教\npc\中原储物柜.lua	2467	1231	4	3e8a2de7
1702	3a8c3f93	2015-8-29 16:44:30	\script\中原二区\剑门关\npc\远古先民.lua	522	350	4	15faeb25
1703	3a909eae	2015-8-29 16:44:2	\script\online\viet_event\200907\5\tree_npc.lua	22657	5165	4	c951a31
1704	3a937971	2015-8-29 16:44:32	\script\中原一区\少林\trap\出少林.lua	44	44	0	b6010f44
1705	3ada1294	2015-8-29 16:44:12	\script\skill\其他\乘风破浪.lua	971	548	4	71886132
1706	3adec3d8	2020-11-9 1:38:48	\script\online\viet_event\mooncake_08\item\muchai.lua	2539	1173	4	86fac0cc
1707	3ae79c19	2010-11-30 20:34:4	\settings\droprate\npcdroprate012.ini	570	201	4	f3706926
1708	3ae84a7a	2015-8-29 16:44:12	\script\global\player_death_punish.lua	8393	2714	4	ecf754c
1709	3aefdb48	2015-8-29 16:44:32	\script\中原一区\汴京\npc\捕头.lua	10014	4061	4	78d3c577
1710	3b09d8fc	2015-8-29 16:44:18	\script\item\item_billing\shenghuojineng.lua	1595	801	4	8f8907ef
1711	3b1135fd	2015-8-29 16:44:10	\script\skill\宠物技能\强身霸体.lua	1056	557	4	db0587c8
1712	3b12c5b0	2022-8-11 12:51:0	\script\西北区\昆仑\npc\物品保管人.lua	2629	1307	4	1af8750
1713	3b1369fe	2015-8-29 16:44:40	\script\task\teach\maintask_head.lua	1769	766	4	fa60f8a4
1714	3b28c866	2015-8-29 16:44:0	\script\online\qixi07\item\xiaoheizhufu.lua	1019	673	4	7e6c67ae
1715	3b2e5ace	2015-8-29 16:44:40	\script\task\world\lizhi_汴京\task_head.lua	126	117	4	c33d5316
1716	3b2ffd69	2015-8-29 16:43:58	\script\online\liangshanboss\item\xiaohechuanyunjian.lua	319	276	4	2ca029d0
1717	3b36ea1c	2010-11-30 20:34:4	\settings\droprate\npcdropratexn055.ini	221	140	4	7401d305
1718	3b3d8229	2015-8-29 16:44:18	\script\item\item_billing\xiaobaowuhuayuluwan.lua	1420	763	4	30629509
1719	3b4e80b4	2015-8-29 16:44:4	\script\online\元旦活动\yuandan_notice.lua	1170	493	4	3e433389
1720	3b55aeda	2015-8-29 16:44:34	\script\三国势力\失落崖\trap\new_trap_2.lua	43	43	0	7f0c77e6
1721	3b71695f	2015-8-29 16:44:4	\script\online\cuunguyethaovan\cnhv.lua	4641	1573	4	230e2c4c
1722	3b74f5a9	2010-11-30 20:34:4	\settings\item\upgrade\upgrade_sc_equipment.txt	684	215	4	de35e037
1723	3b786782	2015-8-29 16:44:40	\script\caiji\一堆黑钨石.lua	3460	1653	4	487e745
1724	3b872f88	2022-8-11 12:51:0	\script\中原二区\武当\npc\中原储物柜.lua	2205	1138	4	f1355834
1725	3b903984	2020-10-15 22:30:0	\script\中原二区\唐门\npc\唐弄月.lua	8153	3411	4	a8e6f051
1726	3b9f6253	2015-8-29 16:44:30	\script\中原二区\唐门\npc\唐婉儿.lua	948	519	4	e7c79910
1727	3bafd8f9	2015-8-29 16:44:12	\script\skill\武当俗家\上清无极功(子).lua	1138	595	4	4edec9db
1728	3bb6ff16	2015-8-29 16:44:8	\script\skill\峨嵋俗家\覆水心法(招).lua	1134	641	4	4c9b1ab5
1729	3bb87035	2015-8-29 16:44:24	\script\missions\kuafu_battle\npc\buff_death_4.lua	228	206	4	bcdf9b26
1730	3bc686ab	2015-8-29 16:44:36	\script\online_activites\2010_06\activites_03\item\item_zqbbk.lua	2151	882	4	bae8bea8
1731	3be6456f	2015-8-29 16:44:22	\script\exchg_server\exchg_server_npc.lua	98	98	0	9b3652ab
1732	3c035f78	2015-8-29 16:44:32	\script\世界地图\灵岩洞\npc\灵岩洞石匠丁.lua	337	246	4	d6b1ac46
1733	3c039f74	2015-8-29 16:44:32	\script\世界地图\桃花小栈\童女2.lua	443	352	4	f114092f
1734	3c05c31f	2015-8-29 16:43:58	\script\online\3festival\item\ceyb_item.lua	1218	484	4	958120fe
1735	3c0d2a5b	2015-8-29 16:44:32	\script\世界地图\单擂台\trap\单擂台to擂台中心.lua	251	225	4	8e8d476f
1736	3c0f6ecd	2015-8-29 16:44:44	\script\江南区\清音洞一层\trap\清音洞一层to龙泉村.lua	109	109	0	fa15de
1737	3c16d75a	2015-8-29 16:44:4	\script\online\abluemoon\item\moon_elixir.lua	1797	828	4	d4557574
1738	3c1cd83b	2015-8-29 16:44:8	\script\skill\峨嵋俗家\余音绕梁功.lua	948	547	4	3c4ec918
1739	3c2b96f5	2015-8-29 16:44:20	\script\item\life2_sl.lua	95	95	0	6a8a523
1740	3c2d059c	2015-8-29 16:44:2	\script\online\viet_event\longhu\item\tiger_token.lua	131	126	4	abe0ce0b
1741	3c33056c	2015-8-29 16:44:48	\script\西南区\苗岭\npc\苗岭族长.lua	1715	786	4	5580fa05
1742	3c348804	2015-8-29 16:44:20	\script\item\zhanhuoliaochengbao.lua	9677	2739	4	db57dabc
1743	3c3867f1	2015-8-29 16:44:18	\script\item\item_billing\babaoxisuixiandan.lua	1840	841	4	4a7be283
1744	3c405e8d	2020-4-5 23:32:34	\script\online\abluemoon\item\moon_rabbit_box.lua	7390	2496	4	dfd32082
1745	3c415775	2020-9-1 23:15:32	\script\online\春节活动\fushen_npc.lua	8210	3595	4	1842c33a
1746	3c4645dd	2015-8-29 16:44:18	\script\item\skill_app_box.lua	9094	2399	4	1efb6c15
1747	3c5de53b	2010-11-30 20:34:4	\settings\droprate\npcdroprate010.ini	568	203	4	81e24b98
1748	3c6a7695	2022-8-14 13:32:6	\script\中原一区\汴京\npc\御厨.lua	11334	3788	4	ad77db4
1749	3c72cde3	2010-11-30 20:34:4	\settings\skill\skills_compose.txt	1826	620	4	fb46b5b7
1750	3c855489	2020-2-29 23:14:0	\script\skill\昆仑剑譫\杀%3F饣竦A1.lua	935	528	4	cbbe74e4
1751	3c85d05d	2015-8-29 16:44:10	\script\skill\秘籍武功\镇军三啸诀(招).lua	1730	733	4	1a79c3c9
1752	3c8fba3a	2015-8-29 16:44:32	\script\中原一区\汴京\npc\韩智让邻居.lua	1323	872	4	67751f9d
1753	3c91c523	2015-8-29 16:44:38	\script\online_activites\201409\2\timer.lua	1368	633	4	9ecfee3e
1754	3c92196a	2015-8-29 16:44:2	\script\online\viet_event\200912\3\item_binglengzhixin.lua	268	228	4	a4ffef59
1755	3c9b66c9	2020-3-17 5:11:2	\script\mapsminhzao\huyetnhan.lua	2184	683	4	6a760a2
