Tªn yÕu quyÕt	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	SÕp chång nhiÒu nhÊt	Sè thø tù mËt tŞch	L­u	id kü n¨ng (dïng ph¸n ®o¸n lo¹i trõ)	L­u2	L­u3	L­u4	L­u5	L­u6	L­u7	L­u ( Ch÷ sè)	L­u ( Ch÷ sè)8	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	L­u (chuçi kı tù)	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	L­u ( Ch÷ sè)9	L­u ph¸i (L­u ph¸i id. Kh«ng ®iÒn hoÆc mÆc ®Şnh sè nhá h¬n 0 ®Òu cã thÓ t¶i)	L­u ( Ch÷ sè)10	Column11
TriÓn-T©m Nh·n quyÕt	2	6	282	1	1	1	282		60									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>TriÓn-T©m Nh·n quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>T¨ng ph¹m vi hiÖu qu¶ kü n¨ng §o¹t Ph¸ch Phiªn <color=Gold>4<color=White> «		QuyÕt YÕu	\script\item\addenda.lua	7	0		6		
TriÒn-M·n Thiªn Hoa Vò quyÕt	2	6	283	1	1	1	283		73									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>TriÒn-M·n Thiªn Hoa Vò quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>Cã <color=Gold>5%<color=White> tû lÖ khiÕn môc tiªu gi¶m tèc <color=Gold>30%<color=White>, duy tr× 3 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		6		
Ng­ng-B¹o Vò Lª Hoa Ch©m quyÕt	2	6	284	1	1	1	284		70									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ng­ng-B¹o Vò Lª Hoa Ch©m quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>XuÊt chiªu xong cã <color=Gold>50%<color=White> tû lÖ t¨ng tèc ®é thiÕt lËp tÊt c¶ BÉy, duy tr× 5 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		6		
Miªn-B¹o Vò Lª Hoa Ch©m quyÕt	2	6	285	1	1	1	285		70									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Miªn-B¹o Vò Lª Hoa Ch©m quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Chiªu 3 cã <color=Gold>50%<color=White> tû lÖ khiÕn môc tiªu ngñ 2 gi©y, cã <color=Gold>50%<color=White> tû lÖ chŞu s¸t th­¬ng kh«ng tØnh l¹i		QuyÕt YÕu	\script\item\addenda.lua	7	0		6		
Ng­ng-Ngäc N÷ KiÕm Ph¸p quyÕt	2	6	286	1	1	1	286		78									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ng­ng-Ngäc N÷ KiÕm Ph¸p quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch néi c«ng chñ ®éng<enter><enter>Tû lÖ xuÊt chiªu 1 t¨ng <color=Gold>10%		QuyÕt YÕu	\script\item\addenda.lua	7	0		8		
Sinh-Phæ TÕ Chóng Sinh quyÕt	2	6	287	1	1	1	287		84									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Sinh-Phæ TÕ Chóng Sinh quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Cã <color=Gold>10%<color=White> tû lÖ môc tiªu lËp tøc håi phôc <color=Gold>5%<color=White> sinh lùc		QuyÕt YÕu	\script\item\addenda.lua	7	0		8		
Hãa-PhËt Quang Phæ ChiÕu quyÕt	2	6	288	1	1	1	288		80									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Hãa-PhËt Quang Phæ ChiÕu quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>KhiÕn toµn bé thuéc tİnh cña phe ta trong vßng hµo quanh t¨ng <color=Gold>50		QuyÕt YÕu	\script\item\addenda.lua	7	0		8		
Sinh-Nga My PhËt ı quyÕt	2	6	289	1	1	1	289		77									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Sinh-Nga My PhËt ı quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>HiÖu qu¶ håi sinh lùc cña Phæ TÕ Chóng Sinh t¨ng <color=Gold>25%<color=White>, gi·n c¸ch sö dông t¨ng 1 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		8		
Tinh-Nga My PhËt ı quyÕt	2	6	290	1	1	1	290		77									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Tinh-Nga My PhËt ı quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>Quan ¢m QuyÕt, Phæ TÕ Chóng Sinh cã <color=Gold>20%<color=White> tû lÖ gióp môc tiªu håi phôc 1% néi lùc mçi nöa gi©y, duy tr× 5 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		8		
Hãa-Nga My PhËt ı quyÕt	2	6	291	1	1	1	291		77									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Hãa-Nga My PhËt ı quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>Thêi gian tÊt c¶ hiÖu qu¶ kü n¨ng hç trî chİnh diÖn t¨ng <color=Gold>50%		QuyÕt YÕu	\script\item\addenda.lua	7	0		8		
Ng­ng-NguyÖt Thùc khóc quyÕt	2	6	292	1	1	1	292		93									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ng­ng-NguyÖt Thùc khóc quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch néi c«ng chñ ®éng<enter><enter>Tû lÖ xuÊt chiªu 1 t¨ng <color=Gold>10%		QuyÕt YÕu	\script\item\addenda.lua	7	0		9		
TriÓn-D­¬ng Quan Tam §iÖp quyÕt	2	6	293	1	1	1	293		97									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>TriÓn-D­¬ng Quan Tam §iÖp quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>Ph¹m vi hiÖu qu¶ §µn t¨ng <color=Gold>13<color=White>, khi §µn bŞ gi¸n ®o¹n cã <color=Gold>50%<color=White> tû lÖ khiÕn kÎ tÊn c«ng gi¶m 5% néi lùc		QuyÕt YÕu	\script\item\addenda.lua	7	0		9		
Kú-Tïy ı Khóc quyÕt	2	6	294	1	1	1	294		91									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Kú-Tïy ı Khóc quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch néi c«ng chñ ®éng<enter><enter>Cã <color=Gold>10%<color=White> tû lÖ t¨ng 1 hiÖu qu¶ xÊu cho kÎ thï		QuyÕt YÕu	\script\item\addenda.lua	7	0		9		
TriÓn-Mª T©m Phiªu H­¬ng Khóc quyÕt	2	6	295	1	1	1	295		101									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>TriÓn-Mª T©m Phiªu H­¬ng Khóc quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>Ph¹m vi sö dông ®µn t¨ng <color=Gold>3<color=White> «		QuyÕt YÕu	\script\item\addenda.lua	7	0		9		
TriÓn-TÜnh D¹ T­ quyÕt	2	6	296	1	1	1	296		95									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>TriÓn-TÜnh D¹ T­ quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>Ph¹m vi hiÖu qu¶ §µn t¨ng <color=Gold>13<color=White>, khi §µn bŞ gi¸n ®o¹n cã <color=Gold>50%<color=White> tû lÖ khiÕn kÎ tÊn c«ng gi¶m 5% néi lùc		QuyÕt YÕu	\script\item\addenda.lua	7	0		9		
TÊn-Phóc Thñy T©m Ph¸p quyÕt	2	6	297	1	1	1	297		98									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>TÊn-Phóc Thñy T©m Ph¸p quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Gi·n c¸ch sö dông vâ c«ng rót ng¾n <color=Gold>5<color=White> gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		9		
Ph¸-Tóy §iÖp quyÕt	2	6	298	1	1	1	298		111									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ph¸-Tóy §iÖp quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>Gi¶m 1% sinh lùc sÏ t¨ng 0.6% lùc c«ng		QuyÕt YÕu	\script\item\addenda.lua	7	0		11		
§Şnh-Tóy §iÖp quyÕt	2	6	299	1	1	1	299		111									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>§Şnh-Tóy §iÖp quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>KhiÕn tÊt c¶ tÊn c«ng ®Òu cã <color=Gold>10%<color=White> tû lÖ g©y cho¸ng 1 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		11		
TÊn-Th«ng Tı QuyÒn quyÕt	2	6	300	1	1	1	300		105									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>TÊn-Th«ng Tı QuyÒn quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>Khi kİch ho¹t Th«ng Tı QuyÒn Ph¸p cã <color=Gold>5%<color=White> gióp b¶n th©n dïng vâ c«ng kh«ng cã gi·n c¸ch trong 3 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		11		
Ng­ng-Lôc Hîp QuyÒn Ph¸p quyÕt	2	6	301	1	1	1	301		110									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ng­ng-Lôc Hîp QuyÒn Ph¸p quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>Tû lÖ xuÊt chiªu 1 t¨ng <color=Gold>10%		QuyÕt YÕu	\script\item\addenda.lua	7	0		11		
Ph¸-C¸i Bang Ch­ëng Ph¸p quyÕt	2	6	302	1	1	1	302		104									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ph¸-C¸i Bang Ch­ëng Ph¸p quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>§¸nh ngo¹i c«ng t¨ng <color=Gold>5%		QuyÕt YÕu	\script\item\addenda.lua	7	0		11		
§Şnh-C¸i Bang Ch­ëng Ph¸p quyÕt	2	6	303	1	1	1	303		104									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>§Şnh-C¸i Bang Ch­ëng Ph¸p quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>Thêi gian hiÖu qu¶ Táa HÇu CÇm N· Thñ t¨ng <color=Gold>20%		QuyÕt YÕu	\script\item\addenda.lua	7	0		11		
TriÓn-Khu Xµ C«n Ph¸p quyÕt	2	6	304	1	1	1	304		116									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>TriÓn-Khu Xµ C«n Ph¸p quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>Kho¶ng c¸ch xuÊt chiªu t¨ng <color=Gold>50%		QuyÕt YÕu	\script\item\addenda.lua	7	0		12		
ChuyÓn-DiÖu Thñ quyÕt	2	6	305	1	1	1	305		119									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>ChuyÓn-DiÖu Thñ quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>Trém lùc c«ng kÎ thï, khiÕn tÊn c«ng ngo¹i c«ng kÎ thï gi¶m <color=Gold>10%<color=White>, tÊn c«ng ngo¹i c«ng b¶n th©n t¨ng <color=Gold>10%<color=White>, duy tr× 5 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		12		
§Şnh-C¸i Bang C«n Ph¸p quyÕt	2	6	306	1	1	1	306		115									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>§Şnh-C¸i Bang C«n Ph¸p quyÕt<color><enter>D¸n vµo b¶ng phô lôc MËt TŞch sÏ cã hiÖu lùc, <color=Gold>trŞ sè s¸ng mµu chŞu ¶nh h­ëng cña ®é tu luyÖn MËt TŞch<color=White><enter><enter>C«ng ph¸p hç trî d¹ng tÊn c«ng<enter><enter>Khi dïng Khu Xµ C«n Ph¸p vµ §¶ CÈu Bæng Ph¸p tÊn c«ng, <color=Gold>10%<color=White> khiÕn ®Şch bŞ cho¸ng 2 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		12		
Ph¸-C¸i Bang C«n Ph¸p quyÕt	2	6	307	1	1	1	307		115									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ph¸-C¸i Bang C«n Ph¸p quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>§¸nh ngo¹i c«ng t¨ng <color=Gold>5%		QuyÕt YÕu	\script\item\addenda.lua	7	0		12		
TriÓn-§¶ CÈu Bæng Ph¸p quyÕt	2	6	308	1	1	1	308		123									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>TriÓn-§¶ CÈu Bæng Ph¸p quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>Kho¶ng c¸ch xuÊt chiªu t¨ng <color=Gold>50%		QuyÕt YÕu	\script\item\addenda.lua	7	0		12		
Ng­ng-B¸ V­¬ng T¹ Gi¸p quyÕt	2	6	309	1	1	1	309		121									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ng­ng-B¸ V­¬ng T¹ Gi¸p quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>Tû lÖ thi triÓn chiªu 1 t¨ng <color=Gold>10%		QuyÕt YÕu	\script\item\addenda.lua	7	0		12		
TÊn-Tİch D­¬ng KiÕm Khİ quyÕt	2	6	310	1	1	1	310		136									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>TÊn-Tİch D­¬ng KiÕm Khİ quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch néi c«ng chñ ®éng<enter><enter> Sau 2 gi©y khi xuÊt chiªu Tİch D­¬ng KiÕm Khİ, cã <color=Gold>20%<color=White> tû lÖ khiÕn tèc ®é xuÊt chiªu cña Ch©n Vò ThÊt TiÖt KiÕm t¨ng m¹nh		QuyÕt YÕu	\script\item\addenda.lua	7	0		14		
§Şnh-Ch©n Vò ThÊt TiÖt KiÕm quyÕt	2	6	311	1	1	1	311		145									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>§Şnh-Ch©n Vò ThÊt TiÖt KiÕm quyÕt<color><enter>HiÖu lùc trªn trang phôc mËt tŞch, <color=Gold>chŞu ¶nh h­ëng tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch néi c«ng chñ ®éng<enter><enter>ThÊt Tinh xuÊt hiÖn cã <color=Gold>40%<color=White> khiÕn tÊt c¶ môc tiªu trong ph¹m vi cho¸ng 1 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		14		
TÊn-V« Ng· T©m Ph¸p quyÕt	2	6	312	1	1	1	312		132									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>TÊn-V« Ng· T©m Ph¸p quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>Trong thêi gian hiÖu qu¶, tèc ®é xuÊt chiªu Tİch D­¬ng KiÕm Khİ t¨ng <color=Gold>50%		QuyÕt YÕu	\script\item\addenda.lua	7	0		14		
Ngù-V« Ng· T©m Ph¸p quyÕt	2	6	313	1	1	1	313		132									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ngù-V« Ng· T©m Ph¸p quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Néi lùc triÖt tiªu s¸t th­¬ng gi¶m <color=Gold>15%<color=White>, V« Cô t¨ng <color=Gold>50<color=White> ®iÓm		QuyÕt YÕu	\script\item\addenda.lua	7	0		14		
Ng­ng-LiÖt DiÖm KiÕm Ph¸p quyÕt	2	6	314	1	1	1	314		130									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ng­ng-LiÖt DiÖm KiÕm Ph¸p quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch néi c«ng chñ ®éng<enter><enter>Tû lÖ xuÊt chiªu 1 t¨ng <color=Gold>10%		QuyÕt YÕu	\script\item\addenda.lua	7	0		14		
TÊn-B«n L«i KiÕm quyÕt	2	6	315	1	1	1	315		131									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>TÊn-B«n L«i KiÕm quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch néi c«ng chñ ®éng<enter><enter>Rót ng¾n gi·n c¸ch sö dông vâ c«ng <color=Gold>8<color=White> gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		14		
§Şnh-Vâ §ang Bót Ph¸p quyÕt	2	6	316	1	1	1	316		148									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>§Şnh-Vâ §ang Bót Ph¸p quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>TÊt c¶ tÊn c«ng cã <color=Gold>5%<color=White> tû lÖ khiÕn môc tiªu hçn lo¹n 1 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		15		
Ph¸-Vâ §ang Bót Ph¸p quyÕt	2	6	317	1	1	1	317		148									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ph¸-Vâ §ang Bót Ph¸p quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>Sau khi xuÊt chiªu Cµn Kh«n QuyÕt, ngo¹i phßng cña b¶n th©n gi¶m <color=Gold>10%<color=White>, tÊn c«ng ngo¹i c«ng t¨ng <color=Gold>20%<color=White>, duy tr× 3 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		15		
TriÓn-ThÕ V©n Tung quyÕt	2	6	318	1	1	1	318		151									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>TriÓn-ThÕ V©n Tung quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>Ph¹m vi kü n¨ng t¨ng <color=Gold>50%		QuyÕt YÕu	\script\item\addenda.lua	7	0		15		
